image,label,dataset,is_real
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0022.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0023.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0024.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0025.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0026.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0027.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0028.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0029.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0030.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0031.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0032.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0033.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0034.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0035.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0036.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0037.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0038.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0039.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0040.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0041.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0042.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0043.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0044.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0045.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0046.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0047.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0048.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0049.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0050.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0051.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0052.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0053.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0054.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0055.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0056.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0057.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0058.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0059.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0060.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0061.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0062.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0063.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0064.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0065.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0066.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0067.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0068.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0069.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0070.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0071.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0072.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0073.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0074.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0075.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0076.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0077.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0078.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0079.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0080.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0081.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0082.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0083.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0084.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0085.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0086.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0087.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0088.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0089.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0090.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0091.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0092.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0093.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0094.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0095.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0096.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0097.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0098.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0099.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0100.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0101.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0102.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0103.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0104.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0105.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0106.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0107.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0108.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0109.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0110.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0111.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0112.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0113.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0114.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0115.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0116.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0117.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0118.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0119.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0120.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0121.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0122.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0123.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0124.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0125.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0126.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0127.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0128.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0129.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0130.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0131.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0132.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0133.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0134.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0135.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0136.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0137.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0138.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0139.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0140.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0141.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0142.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0143.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0144.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0145.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0146.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0147.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0148.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0149.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0150.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0151.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0152.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0153.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0154.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0155.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0156.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0157.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0158.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0159.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0160.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0161.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0162.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0163.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0164.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0165.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0166.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0167.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0168.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0169.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0170.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0171.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0172.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0173.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0174.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0175.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0176.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0177.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0178.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0179.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0180.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0181.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0182.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0183.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0184.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0185.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0186.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0187.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0188.tiff,Segmented Neutrophil,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Segmented Neutrophil/NGS_0189.tiff,Segmented Neutrophil,matek,1
