image,label,dataset
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/442.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/443.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/444.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/445.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/446.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/447.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/448.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/449.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/45.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/450.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/451.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/452.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/453.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/454.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/455.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/456.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/457.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/458.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/459.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/46.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/460.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/461.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/462.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/463.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/464.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/465.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/466.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/467.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/468.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/469.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/47.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/470.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/471.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/472.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/473.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/474.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/475.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/476.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/477.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/478.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/479.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/48.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/480.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/481.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/482.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/483.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/484.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/485.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/486.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/487.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/488.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/489.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/49.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/490.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/491.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/492.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/493.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/494.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/495.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/496.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/497.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/498.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/499.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/5.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/50.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/500.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/501.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/502.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/503.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/504.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/505.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/506.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/507.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/508.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/509.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/51.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/510.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/511.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/512.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/513.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/514.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/515.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/516.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/517.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/518.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/519.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/52.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/520.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/521.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/522.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/523.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/524.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/525.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/526.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/527.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/528.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/529.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/53.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/530.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/531.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/532.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/533.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/534.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/535.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/536.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/537.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/538.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/539.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/54.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/540.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/541.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/542.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/543.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/544.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/545.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/546.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/547.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/548.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/549.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/55.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/550.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/551.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/552.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/553.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/554.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/555.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/556.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/557.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/558.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/559.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/56.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/560.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/561.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/562.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/563.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/564.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/565.png,Promyelocyte Bilobed,matek
/home/aih/jan.boada/project/codes/results/synthetic2/matek/sd2.1/gs2.0_nis50/shot16_seed6_template1_lr0.0001_ep300/train/Promyelocyte Bilobed/566.png,Promyelocyte Bilobed,matek
